Titulo,Empresa,Local,Data,Categoria
Aplicador de Vinil / Montagens,"Litográfis, Artes Gráficas, Lda",Faro,12-9-2024,Indústria / Produção
Atendimento ao público em Estaleiro,TRANSPORTES AMBITAVI LDA,Faro,12-9-2024,Construção Civil
Gestão de Apoio a clientes francófonos,"NEONUMY, UNIPESSOAL, LDA.",Faro,12-9-2024,Call Center / Help Desk
Guia Turístico Benagil,ANDRE MIGUEL FERNANDES GUERREIRO,Faro,12-9-2024,Hotelaria / Turismo
Pretende-se Cozinheiro 1ª (M/F) -  Ozadi Tavira Hotel,Gracer - Sociedade de Turismo do Algarve S.A.,Faro,12-9-2024,Hotelaria / Turismo
Técnico de Manutenção (m/f),MENDES GONCALVES SA,Santarem,12-9-2024,Conservação / Manutenção / Técnica
Biólogo(a)/Professor/a de Ciências,Play Academy,Santarem,12-9-2024,Educação / Formação
Técnico de injeção e/ou insuflação,"Plásticos IPA, SA",Leiria,12-9-2024,Indústria / Produção
Montador de Estruturas Metálicas,"Construções Vieira Alves, SA",Leiria,12-9-2024,Construção Civil
Técnico de Segurança no Trabalho (M/F)- Construção Civil,"Eco Demo,SA",Leiria,12-9-2024,Construção Civil
Técnico de  Montagem de Máquinas Industriais,"Geralógica, Lda",Leiria,12-9-2024,Conservação / Manutenção / Técnica
Técnico de Climatização para Leiria,"Rodriclima, Lda",Leiria,12-9-2024,Conservação / Manutenção / Técnica
Estamos a Recrutar Técnico de AVAC (M/F),Enerpipe,Coimbra,12-9-2024,Serviços Técnicos
Quality Assurance Analyst,ebankIT,Porto,12-9-2024,Informática ( Programação )
Especialista em confecção de cortinados,"MONICA ISABEL VIEIRA, UNIPESSOAL, LDA",Porto,12-9-2024,Indústria / Produção
Trolhas e carpinteiros de cofragem,"CONSTRUÇÕES REMUGE & CORREIA, UNIPESSOAL, LDA",Porto,12-9-2024,Construção Civil
Picheleiro / Canalizador,Retail Hydro Lda,Porto,12-9-2024,Conservação / Manutenção / Técnica
Cozinheiro/a - Restaurante em Caneças,Restaurante Palermice (MESALIGEIRA),Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Pedreiro experiente,RUSLAN - CONSTRUCAO CIVIL UNIPESSOAL LDA,Lisboa,12-9-2024,Construção Civil
Financial Accountants (M/F),Crowe Portugal,Lisboa,12-9-2024,Contabilidade / Finanças
Farmácia Pedro recruta Farmacêutico(a),Farmácia Pedro,Lisboa,12-9-2024,Farmácia / Biotecnologia
Professor de Natação,ANEA - Ass. Nac. da Espondilite Anquilosante,Lisboa,12-9-2024,Desporto / Ginásios
Técnico/a de Segurança no Trabalho - Construção Civil - Grande Lisboa,Engenharia e Construção,Lisboa,12-9-2024,Construção Civil
Engenheiro(a) Civil - Entrada Outubro 2024,MODERNCORNUCOPIA,Lisboa,12-9-2024,Engenharia ( Civil )
Empregado(a) de mesa/balcão,"Carlos Joaquim Pinheiro, Lda.",Lisboa,12-9-2024,Restauração / Bares / Pastelarias
"Precisa-se Eletricistas, para empresa de Serviços Elétricos.",Flash Energy lda,Lisboa,12-9-2024,Serviços Técnicos
Gestor de Assistência Turco (m/f),TTP,Lisboa,12-9-2024,Call Center / Help Desk
Coordenador de segurança Lisboa,"Segmaz, Lda",Lisboa,12-9-2024,Construção Civil
Mecânicos São João da Talha - em Loures,GOCARMAT  LDA,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Professor do 1º CEB,Machado & Luisi,Lisboa,12-9-2024,Educação / Formação
Técnico/a de Deskside,Real Life Technologies,Lisboa,12-9-2024,Informática ( Gestão de Redes )
Empregado/a de mesa,Restaurante a Gina,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Técnico de Segurança no Trabalho (m/f),4 work,Lisboa,12-9-2024,Serviços Técnicos
Estamos à procura de Assistente  Comercial,"MERISTEMA, S.A.",Lisboa,12-9-2024,Educação / Formação
Gestor(a) de Operações e Desenvolvimento de Negócio,TOPTOUR PORTUGAL®,Lisboa,12-9-2024,Gestão de Empresas / Economia
Pedreiro experiente,RUSLAN - CONSTRUCAO CIVIL UNIPESSOAL LDA,Lisboa,12-9-2024,Construção Civil
Financial Accountants (M/F),Crowe Portugal,Lisboa,12-9-2024,Contabilidade / Finanças
Farmácia Pedro recruta Farmacêutico(a),Farmácia Pedro,Lisboa,12-9-2024,Farmácia / Biotecnologia
Professor de Natação,ANEA - Ass. Nac. da Espondilite Anquilosante,Lisboa,12-9-2024,Desporto / Ginásios
Técnico/a de Segurança no Trabalho - Construção Civil - Grande Lisboa,Engenharia e Construção,Lisboa,12-9-2024,Construção Civil
Engenheiro(a) Civil - Entrada Outubro 2024,MODERNCORNUCOPIA,Lisboa,12-9-2024,Engenharia ( Civil )
Empregado(a) de mesa/balcão,"Carlos Joaquim Pinheiro, Lda.",Lisboa,12-9-2024,Restauração / Bares / Pastelarias
"Precisa-se Eletricistas, para empresa de Serviços Elétricos.",Flash Energy lda,Lisboa,12-9-2024,Serviços Técnicos
Gestor de Assistência Turco (m/f),TTP,Lisboa,12-9-2024,Call Center / Help Desk
Coordenador de segurança Lisboa,"Segmaz, Lda",Lisboa,12-9-2024,Construção Civil
Mecânicos São João da Talha - em Loures,GOCARMAT  LDA,Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Professor do 1º CEB,Machado & Luisi,Lisboa,12-9-2024,Educação / Formação
Técnico/a de Deskside,Real Life Technologies,Lisboa,12-9-2024,Informática ( Gestão de Redes )
Empregado/a de mesa,Restaurante a Gina,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Técnico de Segurança no Trabalho (m/f),4 work,Lisboa,12-9-2024,Serviços Técnicos
Estamos à procura de Assistente  Comercial,"MERISTEMA, S.A.",Lisboa,12-9-2024,Educação / Formação
Gestor(a) de Operações e Desenvolvimento de Negócio,TOPTOUR PORTUGAL®,Lisboa,12-9-2024,Gestão de Empresas / Economia
Técnico Segurança (Nível IV e VI),"LusoGiene, Lda",Lisboa,12-9-2024,Serviços Técnicos
Gestão de Apoio a clientes francófonos,"NEONUMY, UNIPESSOAL, LDA.",Faro,12-9-2024,Call Center / Help Desk
Pretende-se Cozinheiro 1ª (M/F) -  Ozadi Tavira Hotel,Gracer - Sociedade de Turismo do Algarve S.A.,Faro,12-9-2024,Hotelaria / Turismo
Operacional de Transporte Bulk (m/f)  Abóboda,Garland,Lisboa,12-9-2024,Transportes / Logística
Ajudante de Ação Direta para Serviço de Apoio Domiciliário,Fundação Cardeal Cerejeira,Lisboa,12-9-2024,Serviços Sociais
Helpdesk L1,LCG,Lisboa,12-9-2024,Informática ( Programação )
Auxiliares de Operações (M/F)- Abrunheira (Mafra) 2024.09,"Tratolixo, E.I.M., S.A.",Lisboa,12-9-2024,Conservação / Manutenção / Técnica
Esteticista para salão de beleza,FlashBeauty,Lisboa,12-9-2024,Beleza / Moda / Bem Estar
Empresa de AVAC Recuta Eng.Mecânico - Loures,Climaloures - Ar Condicionado,Lisboa,12-9-2024,Engenharia ( Mecanica )
Técnico Medidor/Preparador,"Sograma, Construção e Manutençao de Jardins, SA",Lisboa,12-9-2024,Construção Civil
Desenhador Técnico/Operador de Máq. Gravação Laser,Vectorlaser,Lisboa,12-9-2024,Indústria / Produção
Gestor de Projeto - Energias Renováveis,Askblue,Lisboa,12-9-2024,Engenharia ( Ambiente )
Técnicos Instaladores M/F,Mediapro,Lisboa,12-9-2024,Engenharia ( Eletrotecnica )
Eletricista de Manutenção - Grande Lisboa,Manutenção de Edifícios e Infraestruturas,Lisboa,12-9-2024,Serviços Técnicos
Precisa-se de cabeleireiro e manicure,Studio Color Cabeleireiro & Estética,Porto,12-9-2024,Beleza / Moda / Bem Estar
Encarregado Geral - Produção e Expedição,"Articimentos, Lda",Leiria,12-9-2024,Construção Civil
Motorista de Turismo ( Ligeiros de Passageiros Cat. B ) - ALGARVE,Best Transfers 4U,Faro,12-9-2024,Transportes / Logística
Operador Especializado Padaria/Charcutaria/Take-Away,"Décimas Rebeldes Unipessoal, Lda.",Faro,12-9-2024,Lojas / Comércio / Balcão
Técnico de manutenção - Zona Algarve,"EQUIWASH, LDA",Faro,12-9-2024,Serviços Técnicos
Procuramos Encarregado/Chefe de Equipa,"Jomagope, Portas e Automatismos Lda",Porto,12-9-2024,Construção Civil
Estamos a contratar Promotor/Relações Públicas para Walking Tours em Lisboa!,Lisboa Walk,Lisboa,12-9-2024,Relações Públicas
Engenheiro Mecânico - Projeto e Fiscalização de Instalações Mecânicas de AVAC,Confiseg,Lisboa,12-9-2024,Engenharia ( Mecanica )
Construction metal worker,"Encode Portugal, Unipessoal Lda",Outros Locais - Estrangeiro,12-9-2024,Construção Civil
Empregada de Escritório (m/f),BEPCONTABIL LDA,Lisboa,12-9-2024,Contabilidade / Finanças
"Operadora de Caixa ( pastelaria / padaria / restaurante ), com experiência. ZONA DE ODIVELAS",EL-Rei D.Dinis Atv. Hot. Lda.,Lisboa,12-9-2024,Restauração / Bares / Pastelarias
Precisa-se Chefe de Equipa Armador de Ferro,PLURAL MANAGEMENT TRABALHO TEMPORÁRIO LDA,Outros Locais - Estrangeiro,12-9-2024,Construção Civil
Photowelder with experience - Belgium,Confidencial,Outros Locais - Estrangeiro,12-9-2024,Conservação / Manutenção / Técnica
Medicina Geral em França / Medecin Généraliste en France,Sqy Santé,Outros Locais - Estrangeiro,12-9-2024,Saúde / Medicina / Enfermagem
Cozinheiro/a - Boutique Hotel Casa Amor,Jacques & Walter Lda,Faro,12-9-2024,Restauração / Bares / Pastelarias
Procura se Empregado de Mesa para Santa Bárbara de Nexe - Faro - Algarve,COSTUMES MIMOSOS LDA,Faro,12-9-2024,Restauração / Bares / Pastelarias
Canalizador para Lagos,"Horas Simpaticas, Lda",Faro,12-9-2024,Construção Civil
Monitor de Kidsclub (m/f) Part-time,"Sunseasand, S.A.",Faro,12-9-2024,Hotelaria / Turismo
Arquitecto(a) Paisagista (Lagos),"AGROIRIS - VIVEIROS, LDA",Faro,12-9-2024,Arquitectura / Design
Adjunto de Diretor de Obra ( Algarve ),Inwood-Soluções de Madeira S.A.,Faro,12-9-2024,Engenharia ( Civil )
Motoristas de Pesados,Blueotter,Faro,12-9-2024,Transportes / Logística
Ajudante Pasteleiro/a para Albufeira,Pao da Aldeia lda,Faro,12-9-2024,Restauração / Bares / Pastelarias
Rececionista de Hotel PART TIME - Vila do Bispo/Algarve,"Naturimar Soc. Empreendimentos Turisticos, Lda",Faro,12-9-2024,Hotelaria / Turismo
URGENT - English Teacher,SINTRALINGUA CENTRO DE LINGUAS LDA,Lisboa,12-9-2024,Educação / Formação
Terapia da fala,Anónimo,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Engenheiro Civil - Empresa Terraplanagens Demolições,"Cabrizterras - Transportes e Terraplanagens, Lda.",Lisboa,12-9-2024,Engenharia ( Civil )
Teachers for Piano / Singing / Trumpet / Cello / Others,IMBAS,Lisboa,12-9-2024,Educação / Formação
Procuramos Personal Trainer e Instrutora de Aulas de Grupo (m/f),Vivafit Outeiro de Polima,Lisboa,12-9-2024,Desporto / Ginásios
Colaborador (a) para funções de guia turístico e motorista de tuk tuk - LISBOA,FAINA PEREGRINA UNIPESSOAL LDA,Lisboa,12-9-2024,Hotelaria / Turismo
Explicador(a) de Geometria Descritiva em Algés,Datas e Horários Lda,Lisboa,12-9-2024,Educação / Formação
"Farmacêutico Comunitário, Sobral de Monte Agraço",FARMACOSTA LDA,Lisboa,12-9-2024,Farmácia / Biotecnologia
Explicador/Professor de Física-Química,"Lourespaço, Lda",Lisboa,12-9-2024,Educação / Formação
Dentista Generalista/Prótese para região de São Domingos de Rana (SDR240415),A Sua Dentista,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Terapeuta da Fala (m/f),"NeuroHelvetia- Instituto de Neurologia, Lda",Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Precisa-se Estagiários Eng. Civil,"Urbiportral, Lda.",Lisboa,12-9-2024,Engenharia ( Civil )
Gestor(a) de Sinistros ramo automóvel (M/F) / língua Francesa,Intereurope AG Portugal,Lisboa,12-9-2024,Banca / Seguros / Serviços Financeiros
Eng. Civil/Mecânico Comercial,"Quinimar, lda",Lisboa,12-9-2024,Engenharia ( Civil )
Jardineiro (m/f) para Barreiro,"TRIAMBIENTE, LDA",Lisboa,12-9-2024,Agricultura / Florestas / Pescas
Terapeuta da fala - Part time,Movipensa,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Formadores de Inglês,+Idiomas,Lisboa,12-9-2024,Educação / Formação
Enfermeiro/a para Lar de Idosos - Part-time,Lar de Idosos São José,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Pintor - Z.I.Maia,"Touguidraulica, Componentes e Acessórios Lda",Porto,12-9-2024,Indústria / Produção
Serralheiro civil,Mobilário Urbano,Porto,12-9-2024,Construção Civil
Técnico Industrial com formação e/ou experiencia Eng. Mecânica ou similar,TRATINOX LDA,Porto,12-9-2024,Indústria / Produção
ESTAMOS A RECRUTAR TÉCNICO DE MANUTENÇÃO ELECTROMECÂNICO (M/F) - Gandra - Paredes,"Silvino Lindo Ibérica, SA",Porto,12-9-2024,Serviços Técnicos
Estamos a recrutar Terapeuta Ocupacional com Integração Sensorial - Paredes,Instituto do Desenvolvimento,Porto,12-9-2024,Saúde / Medicina / Enfermagem
Nail designer - técnica de unhas,Loja Das Princesas,Porto,12-9-2024,Beleza / Moda / Bem Estar
Instrutora de Pilates Clínico,Ballet Academy,Porto,12-9-2024,Desporto / Ginásios
Mecânico automóvel,"MANUEL ANTONIO ALVES, UNIPESSOAL LDA",Porto,12-9-2024,Serviços Técnicos
"Serralheiro em Grijó, Vila Nova de Gaia","Nautilusigma, lda",Porto,12-9-2024,Indústria / Produção
"Polidor de móveis à pistola, verniz e lacados",Moderclass Mobiliário,Porto,12-9-2024,Indústria / Produção
Engenheiro Civil,JANOTA PIRAMIDE - CONSTRUCOES LDA,Porto,12-9-2024,Engenharia ( Civil )
Técnico Superior de Segurança no Trabalho (m/f),"PSICOTESTE - Centro de Selecção e Formação, Lda.",Porto,12-9-2024,Engenharia ( Civil )
Cozinheira_ FULL-TIME,Obra ABC-Amici Boni Consilli,Porto,12-9-2024,Hotelaria / Turismo
COBELBA encontra-se e Contratar MEDIDOR/A JÚNIOR (F/M)  PRODUÇÃO NORTE,COBELBA,Porto,12-9-2024,Construção Civil
Polidores/ Lixadores com experiencia ZONA DE AMARANTE,Quadrimadeiras II Carpintaria e Decoração,Porto,12-9-2024,Construção Civil
Trolha 1ª Construção Civil - M/F,"VITAMINPEOPLE, LDª.",Porto,12-9-2024,Construção Civil
Carpinteiro/ Marceneiro,Carpivid,Porto,12-9-2024,Indústria / Produção
Picheleiro/a,"Renováveis de Portugal Renergybc, LDA",Porto,12-9-2024,Construção Civil
Terapeuta da Fala,AAMA - Associação de Actividade Motora Adaptada,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
URGENT - English Teacher,SINTRALINGUA CENTRO DE LINGUAS LDA,Lisboa,12-9-2024,Educação / Formação
Terapia da fala,Anónimo,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Engenheiro Civil - Empresa Terraplanagens Demolições,"Cabrizterras - Transportes e Terraplanagens, Lda.",Lisboa,12-9-2024,Engenharia ( Civil )
Teachers for Piano / Singing / Trumpet / Cello / Others,IMBAS,Lisboa,12-9-2024,Educação / Formação
Procuramos Personal Trainer e Instrutora de Aulas de Grupo (m/f),Vivafit Outeiro de Polima,Lisboa,12-9-2024,Desporto / Ginásios
Colaborador (a) para funções de guia turístico e motorista de tuk tuk - LISBOA,FAINA PEREGRINA UNIPESSOAL LDA,Lisboa,12-9-2024,Hotelaria / Turismo
Explicador(a) de Geometria Descritiva em Algés,Datas e Horários Lda,Lisboa,12-9-2024,Educação / Formação
"Farmacêutico Comunitário, Sobral de Monte Agraço",FARMACOSTA LDA,Lisboa,12-9-2024,Farmácia / Biotecnologia
Explicador/Professor de Física-Química,"Lourespaço, Lda",Lisboa,12-9-2024,Educação / Formação
Terapeuta da Fala (m/f),"NeuroHelvetia- Instituto de Neurologia, Lda",Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Precisa-se Estagiários Eng. Civil,"Urbiportral, Lda.",Lisboa,12-9-2024,Engenharia ( Civil )
Gestor(a) de Sinistros ramo automóvel (M/F) / língua Francesa,Intereurope AG Portugal,Lisboa,12-9-2024,Banca / Seguros / Serviços Financeiros
Eng. Civil/Mecânico Comercial,"Quinimar, lda",Lisboa,12-9-2024,Engenharia ( Civil )
Jardineiro (m/f) para Barreiro,"TRIAMBIENTE, LDA",Lisboa,12-9-2024,Agricultura / Florestas / Pescas
Terapeuta da fala - Part time,Movipensa,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Formadores de Inglês,+Idiomas,Lisboa,12-9-2024,Educação / Formação
Enfermeiro/a para Lar de Idosos - Part-time,Lar de Idosos São José,Lisboa,12-9-2024,Saúde / Medicina / Enfermagem
Pedreiro,"CIQ ENGENHARIA E CONSTRUÇÃO, LDA.",( Todas as Zonas ),12-9-2024,Construção Civil
Pintor - Z.I.Maia,"Touguidraulica, Componentes e Acessórios Lda",Porto,12-9-2024,Indústria / Produção
Serralheiro civil,Mobilário Urbano,Porto,12-9-2024,Construção Civil
Técnico Industrial com formação e/ou experiencia Eng. Mecânica ou similar,TRATINOX LDA,Porto,12-9-2024,Indústria / Produção
ESTAMOS A RECRUTAR TÉCNICO DE MANUTENÇÃO ELECTROMECÂNICO (M/F) - Gandra - Paredes,"Silvino Lindo Ibérica, SA",Porto,12-9-2024,Serviços Técnicos
Estamos a recrutar Terapeuta Ocupacional com Integração Sensorial - Paredes,Instituto do Desenvolvimento,Porto,12-9-2024,Saúde / Medicina / Enfermagem
Nail designer - técnica de unhas,Loja Das Princesas,Porto,12-9-2024,Beleza / Moda / Bem Estar
Instrutora de Pilates Clínico,Ballet Academy,Porto,12-9-2024,Desporto / Ginásios
"Polidor de móveis à pistola, verniz e lacados",Moderclass Mobiliário,Porto,12-9-2024,Indústria / Produção
Engenheiro Civil,JANOTA PIRAMIDE - CONSTRUCOES LDA,Porto,12-9-2024,Engenharia ( Civil )
Técnico Superior de Segurança no Trabalho (m/f),"PSICOTESTE - Centro de Selecção e Formação, Lda.",Porto,12-9-2024,Engenharia ( Civil )
Cozinheira_ FULL-TIME,Obra ABC-Amici Boni Consilli,Porto,12-9-2024,Hotelaria / Turismo
COBELBA encontra-se e Contratar MEDIDOR/A JÚNIOR (F/M)  PRODUÇÃO NORTE,COBELBA,Porto,12-9-2024,Construção Civil
Trolha 1ª Construção Civil - M/F,"VITAMINPEOPLE, LDª.",Porto,12-9-2024,Construção Civil
Mecânico automóvel,"MANUEL ANTONIO ALVES, UNIPESSOAL LDA",Porto,12-9-2024,Serviços Técnicos
Carpinteiro/ Marceneiro,Carpivid,Porto,12-9-2024,Indústria / Produção
Polidores/ Lixadores com experiencia ZONA DE AMARANTE,Quadrimadeiras II Carpintaria e Decoração,Porto,12-9-2024,Construção Civil
Picheleiro/a,"Renováveis de Portugal Renergybc, LDA",Porto,12-9-2024,Construção Civil
Preparadores de obra,"O SETENTA, S.A.",Braga,12-9-2024,Indústria / Produção
Engenheiro(a) Projetista,"Nidus Ars, Lda.",Braga,12-9-2024,Engenharia ( Civil )
Fisioterapeuta em Regime de Prestação de Serviços - Clínica em Famalicão,Oldcare - serviços gerontológicos,Braga,12-9-2024,Saúde / Medicina / Enfermagem
Fisioterapeuta (M/F),FisioPower - Fisioterapia e Reabilitação,Santarem,12-9-2024,Saúde / Medicina / Enfermagem
Engenheiro Civil -  Alcanena,Engibene Lda,Santarem,12-9-2024,Engenharia ( Civil )
Cozinheira,Casa de Saúde e Repouso de Santarém,Santarem,12-9-2024,Restauração / Bares / Pastelarias
"Instrutor de Aulas de Grupo e Treino Personalizado - Ginásio Urban Corps, Torres Novas",EXEMPLOS TRAQUINAS - LDA,Santarem,12-9-2024,Desporto / Ginásios
Enfermeiros M/F - Ourém,"TMG  Residência para Seniores, Lda",Santarem,12-9-2024,Saúde / Medicina / Enfermagem
Enfermeiro/a UCCI Rio Maior,"Idosos em Família, Lda",Santarem,12-9-2024,Saúde / Medicina / Enfermagem
Terapeuta da Fala,Medsaude,Santarem,12-9-2024,Saúde / Medicina / Enfermagem
Eletricista Auto,João Levezinho Uni Lda,Santarem,12-9-2024,Serviços Técnicos
Carpinteiro de Limpos com experiência (m/f),"Gosimat, Lda",Leiria,12-9-2024,Indústria / Produção
Enfermeiro(a) do Trabalho (Fátima),"SEGURMET, LDA",Leiria,12-9-2024,Saúde / Medicina / Enfermagem
Mecânico,Wayfer,Leiria,12-9-2024,Serviços Técnicos
Eletricista/Canalizador Pombal,Alquimia Cintilante,Leiria,12-9-2024,Construção Civil
FisioTerapeuta,Fisiomobilidade,Leiria,12-9-2024,Saúde / Medicina / Enfermagem
Admite-se mecânico de manutenção automóvel,CAR DIRECT - COMERCIO DE AUTOMOVEIS UNIPESSOAL LDA,Leiria,12-9-2024,Conservação / Manutenção / Técnica
Carpintaria Procura Arquiteto/ Engenheiro Civil,"Carpintaria Pentágono, Lda",Leiria,12-9-2024,Construção Civil
Mecânico automóvel - Reparação e Manutenção,Castanheirauto,Castelo Branco,12-9-2024,Serviços Técnicos
Precisa-se Chefe de Equipa Armador de Ferro,PLURAL MANAGEMENT TRABALHO TEMPORÁRIO LDA,Outros Locais - Estrangeiro,12-9-2024,Construção Civil
Photowelder with experience - Belgium,Confidencial,Outros Locais - Estrangeiro,12-9-2024,Conservação / Manutenção / Técnica
Medicina Geral em França / Medecin Généraliste en France,Sqy Santé,Outros Locais - Estrangeiro,12-9-2024,Saúde / Medicina / Enfermagem
Cozinheiro/a - Boutique Hotel Casa Amor,Jacques & Walter Lda,Faro,12-9-2024,Restauração / Bares / Pastelarias
Canalizador para Lagos,"Horas Simpaticas, Lda",Faro,12-9-2024,Construção Civil
Monitor de Kidsclub (m/f) Part-time,"Sunseasand, S.A.",Faro,12-9-2024,Hotelaria / Turismo
